origin_id|date_start|date_end|scien_name|life_stage|length|weight|quantity|q_unit|gear_type|fishing_a|soak_time|effort|start_lat|start_lon|end_lat|end_long|time_utc|depth|temp_c|notes|citation|restr|restr_desc|dataset|place|species_fk|species_fi|count_qual|gear_other
32325|01/01/2000||Osmerus eperlanus|Unknown|||||||||63.3027583092104|21.4313779590597||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
32373|01/01/2000||Triglopsis quadricornis|Unknown|||||||||60.5601193743047|21.3053151254815||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||78|Härkäsimppu|accurate|
32481|01/01/2000||Rutilus rutilus|Unknown|||||||||60.4671606596268|27.1935737124436||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||39|Särki|accurate|
32706|01/01/2000||Osmerus eperlanus|Unknown|||||||||63.3496109996895|21.0500069743232||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
32690|01/01/2000||Perca fluviatilis|Unknown|||||||||60.4671606596268|27.1935737124436||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||83|Ahven|accurate|
32953|01/01/2000||Vimba vimba|Unknown|||||||||59.9790758138972|24.5374323773531||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||55|Vimpa|accurate|
33774|01/01/2000||Osmerus eperlanus|Unknown|||||||||63.2616873115645|21.6849412524733||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
34001|01/01/2000||Perca fluviatilis|Unknown|||||||||60.4630203711825|27.6196885962607||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||83|Ahven|accurate|
34203|01/01/2000||Osmerus eperlanus|Unknown|||||||||63.3902839100054|21.4588348551431||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
34608|01/01/2000||Sander lucioperca|Unknown|||||||||60.2148552488905|25.3677080959777||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||84|Kuha|accurate|
35084|01/01/2000||Leuciscus idus|Unknown|||||||||61.2327734860641|21.3165356952491||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||42|Säyne|accurate|
35448|01/01/2000||Sander lucioperca|Unknown|||||||||61.1455120420668|21.4214062753153||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||84|Kuha|accurate|
39336|01/01/2000||Esox lucius|Unknown|||||||||65.277268718588|24.9731032216624||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||20|Hauki|accurate|
39338|01/01/2000||Perca fluviatilis|Unknown|||||||||65.277268718588|24.9731032216624||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||83|Ahven|accurate|
32280|01/01/2000||Coregonus albula|Unknown|||||||||60.4537884819719|26.9691936772383||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||32|Muikku|accurate|
131011|01/01/2000||Lota lota|Unknown|||||||||65.3192201669125|25.1694998106947||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||66|Made|accurate|
131015|01/01/2000||Lota lota|Unknown|||||||||61.5701029759561|21.6506977667693||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||66|Made|accurate|
29914|01/01/2000||Sander lucioperca|Unknown|||||||||60.1419083163909|22.8952884135253||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||84|Kuha|accurate|
152333|01/01/2000||Psetta maxima|Unknown|||||||||60.2169973987641|26.0361424478351||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||104|Piikkikampela|accurate|
152330|01/01/2000||Spinachia spinachia|Unknown|||1|individuals|||||60.4214068082911|26.7594190868365||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||74|Vaskikala|accurate|
152332|01/01/2000||Syngnathus typhle|Unknown|||1|individuals|||||60.4214068082911|26.7594190868365||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||70|Särmäneula|accurate|
152331|01/01/2000||Spinachia spinachia|Unknown|||||||||60.2860455513686|27.201450097484||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||74|Vaskikala|accurate|
25844|01/01/2000||Anguilla anguilla|Unknown|||||||||60.482839869619|26.4660039130545||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||18|Ankerias|accurate|
28441|01/01/2000||Sander lucioperca|Unknown|||||||||61.5574072036833|21.6892629979213||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||84|Kuha|accurate|
28437|01/01/2000||Tinca tinca|Unknown|||||||||61.5641434690335|21.6636503045354||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||47|Suutari|accurate|
28443|01/01/2000||Gymnocephalus cernuus|Unknown|||||||||61.6185300360268|21.4438881549015||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||85|Kiiski|accurate|
28439|01/01/2000||Abramis brama|Unknown|||||||||61.5795388044975|21.6440867954357||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||53|Lahna|accurate|
28436|01/01/2000||Rutilus rutilus|Unknown|||||||||61.5702168667343|21.6439948949271||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||39|Särki|accurate|
28446|01/01/2000||Esox lucius|Unknown|||||||||61.6306445405077|21.4514189631145||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||20|Hauki|accurate|
29907|01/01/2000||Rutilus rutilus|Unknown|||||||||60.1486437228836|22.8898312670755||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||39|Särki|accurate|
29913|01/01/2000||Osmerus eperlanus|Unknown|||||||||60.1486761710216|22.8871266472181||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
5729|01/09/2000||Pelecus cultratus|Adult|38||1|individuals|net||||62.2413795908192|21.3546849401012||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||56|Miekkasärki|accurate|
6336|02/27/2000||Osmerus eperlanus|Adult|18.8|43.2|1|individuals|fish rod/bait||||60.1113363181784|24.6590599427607||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
6337|03/21/2000||Osmerus eperlanus|Adult|22||30|individuals|net||||60.1097725923105|24.6596301892992||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||38|Kuore|accurate|
5922|06/21/2000||Spinachia spinachia|Adult|||1|individuals|Visual survey||||61.1066666675066|21.3100000000924||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||74|Vaskikala|accurate|
6300|06/23/2000||Carassius carassius|Adult|||||Visual survey||||60.1767225999586|24.8839439749519||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||57|Ruutana|accurate|
5872|06/25/2000||Pholis gunnellus|Unknown|||1|individuals|Visual survey||||61.1116666675073|21.2616666667679||||||||||Luke_merialueen_kalahavainnot.fi observations_2000||93|Teisti|accurate|
